dyad,id_1,id_2,node_1,node_2,dyad_id,sex_1,sex_2,age_1,age_2,family_1,family_2,clique_1,clique_2,pair_type,edge,event_count,age_cat_1,age_cat_2,age_dyad,age_diff,dem_class_1,dem_class_2,dem_dyad,dem_dyad_f,dem_diff,sex_dyad,sex_diff,apart
F43_M5,F43,M5,38,94,3794,F,M,7,3,U10,NA,2,NA,no_group,0.14386069356605954,3,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,17
F44_M5,F44,M5,39,94,3875,F,M,7,3,U15,NA,4,NA,no_group,0.22104006934566792,7,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,13
F45_M5,F45,M5,40,94,3955,F,M,7,3,NA,NA,3,NA,no_group,0.21840140177946393,3,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,17
F46_M5,F46,M5,41,94,4034,F,M,7,3,U11,NA,4,NA,no_group,0.1803148544436265,4,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,16
F47_M5,F47,M5,42,94,4112,F,M,7,3,NA,NA,1,NA,no_group,0.17617100826076343,2,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,18
F48_M5,F48,M5,43,94,4189,F,M,7,3,U3,NA,8,NA,no_group,0.2433755275458192,3,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,17
F49_M5,F49,M5,44,94,4265,F,M,7,3,U20,NA,1,NA,no_group,0.1771174468670284,2,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,18
F50_M5,F50,M5,46,94,4414,F,M,7,3,U1,NA,4,NA,no_group,0.23063206733484715,5,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,15
M5_U1,M5,U1,95,100,6821,M,U,3,1,NA,F50,NA,4,no_group,0.2108708331275593,4,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,16
M5_U2,M5,U2,95,111,6832,M,U,3,1,NA,F21,NA,8,no_group,0.20194344143891008,8,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,12
M5_U3,M5,U3,95,113,6834,M,U,3,1,NA,F48,NA,8,no_group,0.1591026811619759,6,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,14
M5_U4,M5,U4,95,114,6835,M,U,3,1,NA,F19,NA,1,no_group,0.28888414572131665,11,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,9
M5_U5,M5,U5,95,115,6836,M,U,3,1,NA,F15,NA,6,no_group,0.13591944276581322,1,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,19
M5_U6,M5,U6,95,116,6837,M,U,3,1,NA,F25,NA,1,no_group,0.1351653924020094,3,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,17
M5_U7,M5,U7,95,117,6838,M,U,3,1,NA,F29,NA,2,no_group,0.22308543118543428,5,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,15
M5_U8,M5,U8,95,118,6839,M,U,3,1,NA,F27,NA,4,no_group,0.1859192602987189,5,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,15
M5_U9,M5,U9,95,119,6840,M,U,3,1,NA,F41,NA,6,no_group,0.18744729491622936,1,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,19
M5_U10,M5,U10,95,101,6822,M,U,3,1,NA,F43,NA,2,no_group,0.3434996281645741,6,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,14
M5_U11,M5,U11,95,102,6823,M,U,3,2,NA,F46,NA,4,no_group,0.09456837604310164,0,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,20
M5_U12,M5,U12,95,103,6824,M,U,3,2,NA,F36,NA,4,no_group,0.1842907847074522,3,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,17
M5_U13,M5,U13,95,104,6825,M,U,3,2,NA,F20,NA,8,no_group,0.1206045008541385,3,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,17
M5_U14,M5,U14,95,105,6826,M,U,3,2,NA,F13,NA,6,no_group,0.32198595797087654,6,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,14
M5_U15,M5,U15,95,106,6827,M,U,3,2,NA,F44,NA,4,no_group,0.08134878993915712,3,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,17
M5_U16,M5,U16,95,107,6828,M,U,3,2,NA,F23,NA,6,no_group,0.16480943440789378,1,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,19
M5_U17,M5,U17,95,108,6829,M,U,3,2,NA,F37,NA,2,no_group,0.21575187854337233,2,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,18
M5_U18,M5,U18,95,109,6830,M,U,3,2,NA,F42,NA,8,no_group,0.2853862351337436,6,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,14
M5_U19,M5,U19,95,110,6831,M,U,3,2,NA,F38,NA,7,no_group,0.2393121188794047,4,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,16
M5_U20,M5,U20,95,112,6833,M,U,3,2,NA,F49,NA,1,no_group,0.19628712739257712,3,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,17
M6_M7,M6,M7,97,97,6865,M,M,3,3,NA,NA,NA,NA,no_group,0.2303683257872572,7,P,P,P_P,0,PM,PM,PM_PM,21,0,M_M,0,13
M6_M8,M6,M8,97,98,6866,M,M,3,3,NA,NA,NA,NA,no_group,0.12423422913884684,1,P,P,P_P,0,PM,PM,PM_PM,21,0,M_M,0,19
M6_M9,M6,M9,97,99,6867,M,M,3,3,NA,NA,NA,NA,no_group,0.19773460806532095,2,P,P,P_P,0,PM,PM,PM_PM,21,0,M_M,0,18
M10_M6,M10,M6,52,96,4839,M,M,3,3,NA,NA,NA,NA,no_group,0.1775807688630882,6,P,P,P_P,0,PM,PM,PM_PM,21,0,M_M,0,14
M11_M6,M11,M6,53,96,4906,M,M,4,3,NA,NA,NA,NA,no_group,0.23221925104021068,3,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,17
M12_M6,M12,M6,54,96,4972,M,M,4,3,NA,NA,NA,NA,no_group,0.18729492951874785,2,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,18
M13_M6,M13,M6,55,96,5037,M,M,4,3,NA,NA,NA,NA,no_group,0.1996548268186126,3,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,17
M14_M6,M14,M6,56,96,5101,M,M,4,3,NA,NA,NA,NA,no_group,0.167388299334762,4,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,16
M15_M6,M15,M6,57,96,5164,M,M,4,3,NA,NA,NA,NA,no_group,0.16841751691533927,4,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,16
M16_M6,M16,M6,58,96,5226,M,M,4,3,NA,NA,NA,NA,no_group,0.19457000823233145,5,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,15
M17_M6,M17,M6,59,96,5287,M,M,4,3,NA,NA,NA,NA,no_group,0.22991612480244997,5,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,15
M18_M6,M18,M6,60,96,5347,M,M,4,3,NA,NA,NA,NA,no_group,0.2758402344423609,3,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,17
M19_M6,M19,M6,61,96,5406,M,M,4,3,NA,NA,NA,NA,no_group,0.13185008860986794,3,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,17
M20_M6,M20,M6,63,96,5521,M,M,4,3,NA,NA,NA,NA,no_group,0.3494412845372234,9,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,11
M21_M6,M21,M6,64,96,5577,M,M,5,3,NA,NA,NA,NA,no_group,0.19823349367228268,5,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,15
M22_M6,M22,M6,65,96,5632,M,M,5,3,NA,NA,NA,NA,no_group,0.18176317408498763,2,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,18
M23_M6,M23,M6,66,96,5686,M,M,5,3,NA,NA,NA,NA,no_group,0.27353426516147805,5,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,15
M24_M6,M24,M6,67,96,5739,M,M,5,3,NA,NA,NA,NA,no_group,0.18492685869493664,5,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,15
M25_M6,M25,M6,68,96,5791,M,M,5,3,NA,NA,NA,NA,no_group,0.14631821592178235,3,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,17
M26_M6,M26,M6,69,96,5842,M,M,5,3,NA,NA,NA,NA,no_group,0.16168823756380965,4,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,16
M27_M6,M27,M6,70,96,5892,M,M,5,3,NA,NA,NA,NA,no_group,0.21800878943330365,3,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,17
M28_M6,M28,M6,71,96,5941,M,M,5,3,NA,NA,NA,NA,no_group,0.16817988445457238,5,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,15
M29_M6,M29,M6,72,96,5989,M,M,5,3,NA,NA,NA,NA,no_group,0.1989856020641604,4,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,16
M30_M6,M30,M6,74,96,6082,M,M,5,3,NA,NA,NA,NA,no_group,0.1903991073952043,5,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,15
M31_M6,M31,M6,75,96,6127,M,M,6,3,NA,NA,NA,NA,no_group,0.20576206068221536,2,A,P,A_P,3,AM,PM,AM_PM,11,1,M_M,0,18
M32_M6,M32,M6,76,96,6171,M,M,6,3,NA,NA,NA,NA,no_group,0.25670362515740147,6,A,P,A_P,3,AM,PM,AM_PM,11,1,M_M,0,14
M33_M6,M33,M6,77,96,6214,M,M,6,3,NA,NA,NA,NA,no_group,0.2263369002281277,6,A,P,A_P,3,AM,PM,AM_PM,11,1,M_M,0,14
M34_M6,M34,M6,78,96,6256,M,M,6,3,NA,NA,NA,NA,no_group,0.2235580532726482,3,A,P,A_P,3,AM,PM,AM_PM,11,1,M_M,0,17
M35_M6,M35,M6,79,96,6297,M,M,6,3,NA,NA,NA,NA,no_group,0.19629962321445438,4,A,P,A_P,3,AM,PM,AM_PM,11,1,M_M,0,16
M36_M6,M36,M6,80,96,6337,M,M,6,3,NA,NA,NA,NA,no_group,0.17101016945730335,4,A,P,A_P,3,AM,PM,AM_PM,11,1,M_M,0,16
M37_M6,M37,M6,81,96,6376,M,M,6,3,NA,NA,NA,NA,no_group,0.24501948182825584,2,A,P,A_P,3,AM,PM,AM_PM,11,1,M_M,0,18
M38_M6,M38,M6,82,96,6414,M,M,6,3,NA,NA,NA,NA,no_group,0.14302163132072165,3,A,P,A_P,3,AM,PM,AM_PM,11,1,M_M,0,17
M39_M6,M39,M6,83,96,6451,M,M,6,3,NA,NA,NA,NA,no_group,0.15177132158969217,7,A,P,A_P,3,AM,PM,AM_PM,11,1,M_M,0,13
M40_M6,M40,M6,85,96,6522,M,M,6,3,NA,NA,NA,NA,no_group,0.16955976018755733,3,A,P,A_P,3,AM,PM,AM_PM,11,1,M_M,0,17
M41_M6,M41,M6,86,96,6556,M,M,7,3,NA,NA,NA,NA,no_group,0.17413779406645355,2,A,P,A_P,4,AM,PM,AM_PM,11,1,M_M,0,18
M42_M6,M42,M6,87,96,6589,M,M,7,3,NA,NA,NA,NA,no_group,0.16031655050247517,1,A,P,A_P,4,AM,PM,AM_PM,11,1,M_M,0,19
M43_M6,M43,M6,88,96,6621,M,M,7,3,NA,NA,NA,NA,no_group,0.37871264388821735,12,A,P,A_P,4,AM,PM,AM_PM,11,1,M_M,0,8
M44_M6,M44,M6,89,96,6652,M,M,7,3,NA,NA,NA,NA,no_group,0.17551699171003293,8,A,P,A_P,4,AM,PM,AM_PM,11,1,M_M,0,12
M45_M6,M45,M6,90,96,6682,M,M,7,3,NA,NA,NA,NA,no_group,0.16426127548338998,5,A,P,A_P,4,AM,PM,AM_PM,11,1,M_M,0,15
M46_M6,M46,M6,91,96,6711,M,M,7,3,NA,NA,NA,NA,no_group,0.23181882491096542,5,A,P,A_P,4,AM,PM,AM_PM,11,1,M_M,0,15
M47_M6,M47,M6,92,96,6739,M,M,7,3,NA,NA,NA,NA,no_group,0.2063557092478457,6,A,P,A_P,4,AM,PM,AM_PM,11,1,M_M,0,14
M48_M6,M48,M6,93,96,6766,M,M,7,3,NA,NA,NA,NA,no_group,0.24829873088872798,6,A,P,A_P,4,AM,PM,AM_PM,11,1,M_M,0,14
M49_M6,M49,M6,94,96,6792,M,M,7,3,NA,NA,NA,NA,no_group,0.15495121445588464,3,A,P,A_P,4,AM,PM,AM_PM,11,1,M_M,0,17
M50_M6,M50,M6,96,96,6841,M,M,7,3,NA,NA,NA,NA,no_group,0.15792883999187576,4,A,P,A_P,4,AM,PM,AM_PM,11,1,M_M,0,16
F1_M6,F1,M6,1,96,96,F,M,3,3,NA,NA,6,NA,no_group,0.12565050317854148,1,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,19
F2_M6,F2,M6,12,96,1339,F,M,3,3,NA,NA,3,NA,no_group,0.19409463887873946,3,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,17
F3_M6,F3,M6,23,96,2461,F,M,3,3,NA,NA,8,NA,no_group,0.37133007483092334,12,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,8
F4_M6,F4,M6,34,96,3462,F,M,3,3,NA,NA,2,NA,no_group,0.14475703557194547,3,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,17
F5_M6,F5,M6,45,96,4342,F,M,3,3,NA,NA,4,NA,no_group,0.13913257309744007,3,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,17
F6_M6,F6,M6,47,96,4489,F,M,3,3,NA,NA,8,NA,no_group,0.12336098423190238,2,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,18
F7_M6,F7,M6,48,96,4561,F,M,3,3,NA,NA,2,NA,no_group,0.19461466999332316,4,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,16
F8_M6,F8,M6,49,96,4632,F,M,3,3,NA,NA,5,NA,no_group,0.25628702818299365,5,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,15
F9_M6,F9,M6,50,96,4702,F,M,3,3,NA,NA,3,NA,no_group,0.18985685854064363,1,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,19
F10_M6,F10,M6,2,96,214,F,M,3,3,NA,NA,8,NA,no_group,0.26386710946634784,6,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,14
F11_M6,F11,M6,3,96,331,F,M,4,3,NA,NA,8,NA,no_group,0.2732395836904452,6,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,14
F12_M6,F12,M6,4,96,447,F,M,4,3,NA,NA,2,NA,no_group,0.24340268409897045,4,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,16
F13_M6,F13,M6,5,96,562,F,M,4,3,U14,NA,6,NA,no_group,0.29076495572648464,5,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,15
F14_M6,F14,M6,6,96,676,F,M,4,3,NA,NA,3,NA,no_group,0.18505869502724004,9,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,11
F15_M6,F15,M6,7,96,789,F,M,4,3,U5,NA,6,NA,no_group,0.1721040753629195,8,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,12
F16_M6,F16,M6,8,96,901,F,M,4,3,NA,NA,7,NA,no_group,0.15677643632768945,3,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,17
F17_M6,F17,M6,9,96,1012,F,M,4,3,NA,NA,6,NA,no_group,0.23383839498433567,5,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,15
F18_M6,F18,M6,10,96,1122,F,M,4,3,NA,NA,2,NA,no_group,0.26136840013413054,1,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,19
F19_M6,F19,M6,11,96,1231,F,M,4,3,U4,NA,1,NA,no_group,0.2708828584108884,5,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,15
F20_M6,F20,M6,13,96,1446,F,M,4,3,U13,NA,8,NA,no_group,0.16580904860525153,6,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,14
F21_M6,F21,M6,14,96,1552,F,M,5,3,U2,NA,8,NA,no_group,0.24923530944997455,5,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,15
F22_M6,F22,M6,15,96,1657,F,M,5,3,NA,NA,7,NA,no_group,0.2146104536358628,2,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,18
F23_M6,F23,M6,16,96,1761,F,M,5,3,U16,NA,6,NA,no_group,0.14054874204405293,1,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,19
F24_M6,F24,M6,17,96,1864,F,M,5,3,NA,NA,6,NA,no_group,0.2253566825636955,0,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,20
F25_M6,F25,M6,18,96,1966,F,M,5,3,U6,NA,1,NA,no_group,0.23238378310649996,6,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,14
F26_M6,F26,M6,19,96,2067,F,M,5,3,NA,NA,4,NA,no_group,0.20420783574886997,4,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,16
F27_M6,F27,M6,20,96,2167,F,M,5,3,U8,NA,4,NA,no_group,0.27646940106693824,4,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,16
F28_M6,F28,M6,21,96,2266,F,M,5,3,NA,NA,8,NA,no_group,0.17680145583137574,1,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,19
F29_M6,F29,M6,22,96,2364,F,M,5,3,U7,NA,2,NA,no_group,0.2702539619797617,7,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,13
F30_M6,F30,M6,24,96,2557,F,M,5,3,NA,NA,4,NA,no_group,0.2622908910841488,2,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,18
F31_M6,F31,M6,25,96,2652,F,M,6,3,NA,NA,3,NA,no_group,0.2846974023774195,3,A,P,A_P,3,AF,PM,AF_PM,6,1,F_M,1,17
F32_M6,F32,M6,26,96,2746,F,M,6,3,NA,NA,1,NA,no_group,0.2445876670528665,5,A,P,A_P,3,AF,PM,AF_PM,6,1,F_M,1,15
F33_M6,F33,M6,27,96,2839,F,M,6,3,NA,NA,6,NA,no_group,0.2794683168268158,6,A,P,A_P,3,AF,PM,AF_PM,6,1,F_M,1,14
F34_M6,F34,M6,28,96,2931,F,M,6,3,NA,NA,5,NA,no_group,0.26449945164573974,6,A,P,A_P,3,AF,PM,AF_PM,6,1,F_M,1,14
F35_M6,F35,M6,29,96,3022,F,M,6,3,NA,NA,8,NA,no_group,0.1619055622472799,3,A,P,A_P,3,AF,PM,AF_PM,6,1,F_M,1,17
F36_M6,F36,M6,30,96,3112,F,M,6,3,U12,NA,4,NA,no_group,0.2299011386338795,3,A,P,A_P,3,AF,PM,AF_PM,6,1,F_M,1,17
F37_M6,F37,M6,31,96,3201,F,M,6,3,U17,NA,2,NA,no_group,0.21595552918549585,2,A,P,A_P,3,AF,PM,AF_PM,6,1,F_M,1,18
F38_M6,F38,M6,32,96,3289,F,M,6,3,U19,NA,7,NA,no_group,0.12678912898943273,3,A,P,A_P,3,AF,PM,AF_PM,6,1,F_M,1,17
F39_M6,F39,M6,33,96,3376,F,M,6,3,NA,NA,8,NA,no_group,0.2148670672301748,4,A,P,A_P,3,AF,PM,AF_PM,6,1,F_M,1,16
F40_M6,F40,M6,35,96,3547,F,M,6,3,NA,NA,8,NA,no_group,0.23501089586479754,9,A,P,A_P,3,AF,PM,AF_PM,6,1,F_M,1,11
F41_M6,F41,M6,36,96,3631,F,M,7,3,U9,NA,6,NA,no_group,0.15105533324267134,4,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,16
F42_M6,F42,M6,37,96,3714,F,M,7,3,U18,NA,8,NA,no_group,0.18434116039586054,2,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,18
F43_M6,F43,M6,38,96,3796,F,M,7,3,U10,NA,2,NA,no_group,0.23191008708994099,5,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,15
F44_M6,F44,M6,39,96,3877,F,M,7,3,U15,NA,4,NA,no_group,0.24760356058882116,6,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,14
F45_M6,F45,M6,40,96,3957,F,M,7,3,NA,NA,3,NA,no_group,0.23378131258805174,4,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,16
F46_M6,F46,M6,41,96,4036,F,M,7,3,U11,NA,4,NA,no_group,0.28315818096894224,6,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,14
F47_M6,F47,M6,42,96,4114,F,M,7,3,NA,NA,1,NA,no_group,0.2901789104155409,8,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,12
F48_M6,F48,M6,43,96,4191,F,M,7,3,U3,NA,8,NA,no_group,0.10728839077381255,2,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,18
F49_M6,F49,M6,44,96,4267,F,M,7,3,U20,NA,1,NA,no_group,0.28793451542738885,8,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,12
F50_M6,F50,M6,46,96,4416,F,M,7,3,U1,NA,4,NA,no_group,0.24155812374017407,7,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,13
M6_U1,M6,U1,97,100,6868,M,U,3,1,NA,F50,NA,4,no_group,0.15541720242396082,2,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,18
M6_U2,M6,U2,97,111,6879,M,U,3,1,NA,F21,NA,8,no_group,0.21685607099766924,5,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,15
M6_U3,M6,U3,97,113,6881,M,U,3,1,NA,F48,NA,8,no_group,0.1790136730090539,2,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,18
M6_U4,M6,U4,97,114,6882,M,U,3,1,NA,F19,NA,1,no_group,0.27131991590014,3,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,17
M6_U5,M6,U5,97,115,6883,M,U,3,1,NA,F15,NA,6,no_group,0.16000797451010443,1,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,19
M6_U6,M6,U6,97,116,6884,M,U,3,1,NA,F25,NA,1,no_group,0.2488620895715948,8,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,12
M6_U7,M6,U7,97,117,6885,M,U,3,1,NA,F29,NA,2,no_group,0.20511303031096362,6,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,14
M6_U8,M6,U8,97,118,6886,M,U,3,1,NA,F27,NA,4,no_group,0.23718328330549868,4,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,16
M6_U9,M6,U9,97,119,6887,M,U,3,1,NA,F41,NA,6,no_group,0.2649304842814445,7,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,13
M6_U10,M6,U10,97,101,6869,M,U,3,1,NA,F43,NA,2,no_group,0.2091050170279104,5,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,15
M6_U11,M6,U11,97,102,6870,M,U,3,2,NA,F46,NA,4,no_group,0.2706178079320982,5,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,15
M6_U12,M6,U12,97,103,6871,M,U,3,2,NA,F36,NA,4,no_group,0.15981676769990144,3,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,17
M6_U13,M6,U13,97,104,6872,M,U,3,2,NA,F20,NA,8,no_group,0.1496495487265851,5,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,15
M6_U14,M6,U14,97,105,6873,M,U,3,2,NA,F13,NA,6,no_group,0.1978856438260375,2,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,18
M6_U15,M6,U15,97,106,6874,M,U,3,2,NA,F44,NA,4,no_group,0.24625999601712914,2,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,18
M6_U16,M6,U16,97,107,6875,M,U,3,2,NA,F23,NA,6,no_group,0.15782664933208362,2,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,18
M6_U17,M6,U17,97,108,6876,M,U,3,2,NA,F37,NA,2,no_group,0.17300859364586213,4,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,16
M6_U18,M6,U18,97,109,6877,M,U,3,2,NA,F42,NA,8,no_group,0.15664305707667678,0,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,20
M6_U19,M6,U19,97,110,6878,M,U,3,2,NA,F38,NA,7,no_group,0.18277029187682461,3,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,17
M6_U20,M6,U20,97,112,6880,M,U,3,2,NA,F49,NA,1,no_group,0.2667910165519529,4,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,16
M7_M8,M7,M8,98,98,6888,M,M,3,3,NA,NA,NA,NA,no_group,0.16119410950519722,3,P,P,P_P,0,PM,PM,PM_PM,21,0,M_M,0,17
M7_M9,M7,M9,98,99,6889,M,M,3,3,NA,NA,NA,NA,no_group,0.19512651212800833,4,P,P,P_P,0,PM,PM,PM_PM,21,0,M_M,0,16
M10_M7,M10,M7,52,97,4840,M,M,3,3,NA,NA,NA,NA,no_group,0.26260745375189953,8,P,P,P_P,0,PM,PM,PM_PM,21,0,M_M,0,12
M11_M7,M11,M7,53,97,4907,M,M,4,3,NA,NA,NA,NA,no_group,0.24363183722645257,2,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,18
M12_M7,M12,M7,54,97,4973,M,M,4,3,NA,NA,NA,NA,no_group,0.2447725591733888,4,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,16
M13_M7,M13,M7,55,97,5038,M,M,4,3,NA,NA,NA,NA,no_group,0.09083028859739425,0,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,20
M14_M7,M14,M7,56,97,5102,M,M,4,3,NA,NA,NA,NA,no_group,0.23297681405187476,4,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,16
M15_M7,M15,M7,57,97,5165,M,M,4,3,NA,NA,NA,NA,no_group,0.26600175981872015,10,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,10
M16_M7,M16,M7,58,97,5227,M,M,4,3,NA,NA,NA,NA,no_group,0.13514131589328432,1,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,19
M17_M7,M17,M7,59,97,5288,M,M,4,3,NA,NA,NA,NA,no_group,0.18109038127849755,2,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,18
M18_M7,M18,M7,60,97,5348,M,M,4,3,NA,NA,NA,NA,no_group,0.26133374473260457,12,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,8
M19_M7,M19,M7,61,97,5407,M,M,4,3,NA,NA,NA,NA,no_group,0.2172020098422622,1,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,19
M20_M7,M20,M7,63,97,5522,M,M,4,3,NA,NA,NA,NA,no_group,0.20169563855526942,3,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,17
M21_M7,M21,M7,64,97,5578,M,M,5,3,NA,NA,NA,NA,no_group,0.1650053316622271,3,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,17
M22_M7,M22,M7,65,97,5633,M,M,5,3,NA,NA,NA,NA,no_group,0.2185649588630311,4,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,16
M23_M7,M23,M7,66,97,5687,M,M,5,3,NA,NA,NA,NA,no_group,0.21764235007818425,3,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,17
